idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp;no_voie;type_voie;voie;commune
000001;02/04/2025;57000000.00;Appartement;81;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;93;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;57;93130;2;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;102;93130;4;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;93;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;57;93130;2;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;102;93130;4;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;49;93130;2;6;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;70;93130;3;6;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;4;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;50;93130;2;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;4;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;67;93130;3;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;31;93130;1;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;4;13;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;82;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;82;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;82;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;82;93130;4;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;55;93130;2;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;67;93130;3;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;32;93130;1;11;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;26;93130;1;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;65;93130;3;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;51;93130;2;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;74;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;26;93130;1;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;65;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;51;93130;2;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;75;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;26;93130;1;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;65;93130;3;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;51;93130;2;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;3;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;103;93130;4;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;64;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;69;93130;3;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;67;93130;3;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;90;93130;4;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;103;93130;4;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;64;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;67;93130;3;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;56;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;63;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;104;93130;5;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;64;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;60;93130;2;12;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;33;93130;1;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;98;93130;5;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;72;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;56;93130;2;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;77;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;89;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;33;93130;1;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;4;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;100;93130;4;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;59;93130;2;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;89;93130;3;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;33;93130;1;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;4;10;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;86;93130;3;40;RUE;HENRI BARBUSSE;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;82;93130;3;40;RUE;HENRI BARBUSSE;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;54;93130;1;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;83;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;50;93130;2;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;18;93130;1;6;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;43;93130;2;6;ALL;CHRISTOPHE COLOMB;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;75;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;98;93130;5;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;51;93130;2;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;75;93130;4;3;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;79;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;79;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;79;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;79;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;68;93130;3;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;79;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;4;1;PL;MARCO POLO;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;74;93130;4;8;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;102;93130;4;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;81;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;93;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;73;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;57;93130;2;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;92;93130;3;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;02/04/2025;57000000.00;Appartement;102;93130;4;10;ALL;CHAMPOLLION;NOISY-LE-SEC
000001;20/03/2025;138000.00;Appartement;46;93330;2;11;ESP;DE CHANTILLY;NEUILLY-SUR-MARNE
000001;27/03/2025;85000.00;Appartement;24;93700;1;102;AV;MARCEAU;DRANCY
000001;13/03/2025;159900.00;Appartement;50;93270;3;4;RUE;ADELAIDE DUFRENOY;SEVRAN
000001;27/03/2025;550000.00;Maison;133;93130;5;18;BD;GAMBETTA;NOISY-LE-SEC
000001;27/02/2025;180800.00;Appartement;46;93000;2;65;RUE;BERNARD BIRSINGER;BOBIGNY
000001;28/02/2025;270000.00;Maison;94;93420;5;3;RUE;LA BRUYERE;VILLEPINTE
000001;22/03/2025;200000.00;Maison;82;93380;4;25;RUE;CAUBERT DE CLERY;SAINT-DENIS
000001;25/03/2025;147000.00;Appartement;30;93310;1;44;RUE;STALINGRAD;LE PRE-SAINT-GERVAIS
000001;01/04/2025;265000.00;Appartement;34;93500;2;103;AV;JEAN LOLIVE;PANTIN
000001;28/03/2025;192719.06;Appartement;42;93100;2;232;RUE;DE PARIS;MONTREUIL
000001;21/03/2025;80000.00;Appartement;37;93110;1;2;RUE;FRANCOIS COUPERIN;ROSNY-SOUS-BOIS
000001;27/03/2025;821417.00;Maison;156;93230;5;50;RUE;SAINT GERMAIN;ROMAINVILLE
000001;27/03/2025;330000.00;Appartement;52;93500;2;39;QUAI;DE L OURCQ;PANTIN
000001;10/03/2025;579300.00;Maison;145;93100;5;16;RUE;DU DOCTEUR CHARCOT;MONTREUIL
000001;26/03/2025;101800.00;Appartement;30;93360;2;7;RUE;FELIX FAURE;NEUILLY-PLAISANCE
000001;31/03/2025;319000.00;Maison;82;93470;5;10;AV;GEORGES DUBOIS;COUBRON
000001;18/03/2025;130000.00;Appartement;49;93210;3;5;RUE;PROUDHON;SAINT-DENIS
000001;26/02/2025;340000.00;Maison;91;93600;4;80;BD;LEFEVRE;AULNAY SOUS BOIS
000001;21/03/2025;920000.00;Maison;120;93100;4;4;RUE;MICHELET;MONTREUIL
000001;10/03/2025;218000.00;Maison;70;93420;3;14;RUE;DES BLEUETS;VILLEPINTE
000001;28/03/2025;507000.00;Appartement;77;93500;4;8;RUE;DES BERGES;PANTIN
000001;07/03/2025;105000.00;Appartement;14;93100;1;14;BD;HENRI BARBUSSE;MONTREUIL
000001;31/03/2025;130000.00;Appartement;40;93270;3;9;ALL;DU MARECHAL BUGEAUD;SEVRAN
000001;31/03/2025;130000.00;Appartement;53;93270;4;9;ALL;DU MARECHAL BUGEAUD;SEVRAN
000001;31/03/2025;342000.00;Appartement;78;93000;4;12;PL;FRANCOIS DE LARDEREL;BOBIGNY
000001;26/03/2025;135000.00;Appartement;77;93430;4;60;RTE;DE SAINT LEU;VILLETANEUSE
000001;11/03/2025;60000.00;Appartement;47;93600;2;12;RUE;DES AULNES;AULNAY SOUS BOIS
000001;06/03/2025;328500.00;Appartement;60;93100;2;5;RUE;DANTON;MONTREUIL
000001;07/03/2025;290000.00;Maison;83;93420;4;51;CHE;DES FONTAINES;VILLEPINTE
000001;25/03/2025;272000.00;Maison;60;93250;4;72;ALL;DE LA TOUR;VILLEMOMBLE
000001;24/03/2025;337600.00;Appartement;66;93300;3;5;RUE;COLETTE;AUBERVILLIERS
000001;04/03/2025;273000.00;Maison;98;93420;4;31;CHE;DES FONTAINES;VILLEPINTE
000001;31/03/2025;165000.00;Appartement;32;93400;2;24;RUE;MATHIEU;SAINT-OUEN-SUR-SEINE
000001;25/03/2025;495000.00;Appartement;28;93800;2;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;21;93800;1;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;30;93800;2;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;22;93800;1;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;45;93800;2;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;40;93800;2;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;39;93800;2;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;51;93800;3;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;21;93800;1;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;15;93800;1;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;60;93800;3;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;50;93800;3;53;AV;JOFFRE;EPINAY SUR SEINE
000001;25/03/2025;495000.00;Appartement;60;93800;3;53;AV;JOFFRE;EPINAY SUR SEINE
000001;28/03/2025;350200.00;Maison;80;93100;4;187;RUE;LENAIN DE TILLEMONT;MONTREUIL
000001;21/03/2025;210700.00;Appartement;44;93110;2;25;RUE;DU RHIN;ROSNY-SOUS-BOIS
000001;27/03/2025;165000.00;Appartement;44;93250;2;130;GR;GRANDE RUE;VILLEMOMBLE
000001;31/03/2025;186000.00;Appartement;44;93150;2;26;AV;HENRI BARBUSSE;LE BLANC-MESNIL
000001;21/03/2025;135000.00;Appartement;46;93130;2;85;BD;MICHELET;NOISY-LE-SEC
000001;26/03/2025;50000.00;Appartement;11;93500;1;26;RUE;DIDEROT;PANTIN
000001;17/03/2025;240000.00;Appartement;30;93300;1;18;RUE;GUYARD DELALAIN;AUBERVILLIERS
000001;17/03/2025;240000.00;Appartement;25;93300;1;18;RUE;GUYARD DELALAIN;AUBERVILLIERS
000001;17/03/2025;240000.00;Appartement;25;93300;1;18;RUE;GUYARD DELALAIN;AUBERVILLIERS
000001;24/03/2025;193000.00;Appartement;32;93400;1;30;RUE;DES BATELIERS;SAINT-OUEN-SUR-SEINE
000001;03/03/2025;165000.00;Appartement;53;93300;2;67;RUE;DES ECOLES;AUBERVILLIERS
000001;18/03/2025;220000.00;Appartement;76;93000;4;188;AV;JEAN JAURES;BOBIGNY
000001;26/03/2025;380000.00;Maison;160;93220;6;110;AV;RENE FAUGERAS;GAGNY
000001;28/03/2025;800000.00;Maison;141;93230;5;89;AV;COLONEL FABIEN;ROMAINVILLE
000001;07/03/2025;305000.00;Maison;72;93220;4;32;AV;DU MAINE;GAGNY
000001;19/03/2025;276500.00;Maison;80;93110;4;34;RUE;D ESTIENNE D ORVES;ROSNY-SOUS-BOIS
000001;21/03/2025;538000.00;Maison;125;93130;5;122;RUE;DES GUILLAUMES;NOISY-LE-SEC
000001;31/03/2025;187500.00;Appartement;83;93270;4;14;RUE;GABRIEL PERI;SEVRAN
000001;31/03/2025;155000.00;Appartement;23;93100;2;52;RUE;MARCEAU;MONTREUIL
000001;28/03/2025;420000.00;Maison;120;93190;6;67;ALL;ETIENNE DOLET;LIVRY-GARGAN
000001;31/03/2025;300000.00;Appartement;116;93400;5;173;RUE;DU DOCTEUR BAUER;SAINT-OUEN-SUR-SEINE
000001;27/03/2025;125000.00;Appartement;50;93390;3;5;ALL;DU VERGER;CLICHY SOUS BOIS
000001;12/03/2025;240000.00;Maison;84;93420;4;10;BD;PRE GALANT;VILLEPINTE
000001;03/04/2025;54000.00;Maison;47;93700;3;26;RUE;GUYNEMER;DRANCY
000001;18/03/2025;170000.00;Appartement;62;93360;3;131;AV;DU MARECHAL FOCH;NEUILLY-PLAISANCE
000001;26/03/2025;290000.00;Maison;71;93220;4;12;RUE;MARCELIN BERTHELOT;GAGNY
000001;28/03/2025;561165.00;Appartement;85;93500;4;11;RUE;GUTENBERG;PANTIN
000002;31/03/2025;155000.00;Appartement;72;93270;3;37;AV;BERLIOZ;SEVRAN
000001;07/03/2025;390000.00;Maison;120;93250;6;15;RUE;BEAUSIRE;VILLEMOMBLE
000001;24/03/2025;193000.00;Appartement;62;93320;3;9;AV;GEORGES POMPIDOU;LES PAVILLONS-SOUS-BOIS
000001;27/03/2025;340000.00;Maison;39;93200;2;10;RUE;D ENGHIEN;SAINT-DENIS
000001;03/04/2025;249438.55;Appartement;73;93100;4;6;RUE;DE LA COTE DU NORD;MONTREUIL
000001;31/03/2025;84000.00;Appartement;24;93370;1;16;RUE;DU GENERAL DE GAULLE;MONTFERMEIL
000001;27/03/2025;92000.00;Appartement;30;93110;1;23;RUE;JEAN PIERRE TIMBAUD;ROSNY-SOUS-BOIS
000001;31/03/2025;150000.00;Appartement;38;93410;2;38;RUE;DE MEAUX;VAUJOURS
000001;31/03/2025;1066500.00;Maison;123;93100;6;66;RUE;DES MEUNIERS;MONTREUIL
000001;31/03/2025;625000.00;Maison;72;93400;3;11;RUE;AMBROISE CROIZAT;SAINT-OUEN-SUR-SEINE
000001;25/03/2025;229000.00;Appartement;61;93110;3;46;RUE;DU DOC VARIOT;ROSNY-SOUS-BOIS
000001;26/03/2025;430600.00;Appartement;61;93260;2;14;RUE;D ANGLEMONT;LES LILAS
000001;06/03/2025;315000.00;Maison;78;93330;5;3;RUE;ABEL TUFFIER;NEUILLY-SUR-MARNE
000001;21/03/2025;287000.00;Maison;91;93800;5;116;AV;DE LA MARNE;EPINAY SUR SEINE
000001;02/04/2025;325000.00;Maison;66;93370;4;28;AV;DES SCIENCES;MONTFERMEIL
000001;02/04/2025;325000.00;Maison;32;93370;2;28;AV;DES SCIENCES;MONTFERMEIL
000001;14/03/2025;415000.00;Maison;91;93340;5;5;ALL;NOTRE DAME DES ANGES;LE RAINCY
000001;13/03/2025;90000.00;Appartement;25;93600;1;5;RUE;JULIEN MIRA;AULNAY SOUS BOIS
000001;20/03/2025;185480.00;Appartement;80;93240;3;68;RUE;PARMENTIER;STAINS
000001;20/03/2025;465000.00;Maison;91;93360;5;13;AV;DANIELLE CASANOVA;NEUILLY-PLAISANCE
000001;27/03/2025;150528.00;Appartement;72;93420;5;9001;PARC;DE LA NOUE;VILLEPINTE
000001;02/04/2025;170000.00;Appartement;79;93160;4;11;RUE;DES QUATRE SAISONS;NOISY-LE-GRAND
000001;27/03/2025;421000.00;Maison;56;93360;4;21;RUE;DE LA MARNE;NEUILLY-PLAISANCE
000001;18/03/2025;221000.00;Appartement;81;93700;3;43;RUE;LOUISE MICHEL;DRANCY
000001;11/03/2025;285000.00;Maison;49;93150;2;43;RUE;MAXIME GORKI;LE BLANC-MESNIL
000001;11/03/2025;285000.00;Maison;167;93150;6;43;RUE;MAXIME GORKI;LE BLANC-MESNIL
000001;11/03/2025;285000.00;Maison;43;93150;2;45;RUE;MAXIME GORKI;LE BLANC-MESNIL
000001;20/03/2025;356000.00;Maison;112;93360;4;1;RUE;DU PUITS;NEUILLY-PLAISANCE
000001;24/03/2025;165500.00;Appartement;77;93270;4;2;ALL;DE LA MARSEILLAISE;SEVRAN
000001;26/03/2025;324000.00;Maison;68;93250;4;9;RUE;LUCIEN BERNEUX;VILLEMOMBLE
000001;24/03/2025;198000.00;Appartement;109;93270;5;4;AV;DU GEN DE GAULLE;SEVRAN
000001;02/04/2025;436000.00;Maison;100;93360;6;35;AV;ARISTIDE BRIAND;NEUILLY-PLAISANCE
000001;28/03/2025;289000.00;Appartement;65;93110;3;8;RUE;DU PARC;ROSNY-SOUS-BOIS
000001;27/03/2025;169300.00;Appartement;39;93360;2;56;AV;VICTOR HUGO;NEUILLY-PLAISANCE
000001;17/03/2025;160000.00;Appartement;33;93260;1;52;RUE;DU GARDE CHASSE;LES LILAS
000001;20/03/2025;340000.00;Maison;99;93140;3;33;RUE;BORDIER;BONDY
000001;25/03/2025;305000.00;Maison;111;93130;5;20;ALL;DUQUESNE;NOISY-LE-SEC
000001;28/03/2025;280000.00;Maison;88;93290;5;61;AV;DU BUISSON AUMAY;TREMBLAY-EN-FRANCE
000001;20/03/2025;385000.00;Appartement;90;93360;4;42;AV;GEORGES CLEMENCEAU;NEUILLY-PLAISANCE
000001;27/03/2025;577000.00;Appartement;79;93500;4;33;RUE;VICTOR HUGO;PANTIN
000001;26/03/2025;212199.98;Appartement;50;93440;2;2;ALL;CAROLINE AIGLE;DUGNY
000001;25/03/2025;267000.00;Maison;80;93800;4;19;RUE;DE SAINT GRATIEN;EPINAY SUR SEINE
000001;24/03/2025;122000.00;Appartement;46;93140;2;73;AV;DE L EST;BONDY
000001;10/03/2025;289000.00;Appartement;66;93160;3;9;MAIL;DU CLOS SAINT VINCENT;NOISY-LE-GRAND
000001;27/03/2025;197000.00;Appartement;73;93110;4;2;ALL;AMBROISE THOMAS;ROSNY-SOUS-BOIS
000002;25/03/2025;790000.00;Maison;58;93100;3;106;RUE;FRANCOIS ARAGO;MONTREUIL
000001;17/03/2025;299000.00;Maison;75;93100;4;22;RUE;DU MOULIN A VENT;MONTREUIL
000001;26/03/2025;200000.00;Appartement;40;93160;2;6;MAIL;DU CLOS SAINT VINCENT;NOISY-LE-GRAND
000001;26/03/2025;210470.00;Appartement;57;93800;3;38;AV;D ENGHIEN;EPINAY SUR SEINE
000001;20/03/2025;275000.00;Maison;144;93100;4;216;RUE;DE ROMAINVILLE;MONTREUIL
000001;31/03/2025;380000.00;Maison;126;93800;6;163;RTE;DE SAINT LEU;EPINAY SUR SEINE
000001;13/03/2025;209900.00;Appartement;39;93210;2;13;RUE;FEDERICO FELLINI;SAINT-DENIS
000001;14/03/2025;184000.00;Appartement;60;93800;3;78;AV;GALLIENI;EPINAY SUR SEINE
000001;31/03/2025;400000.00;Appartement;85;93500;4;14;RUE;DES GRILLES;PANTIN
000001;19/03/2025;315000.00;Appartement;81;93110;4;19;BD;GABRIEL PERI;ROSNY-SOUS-BOIS
000001;10/03/2025;143000.00;Appartement;60;93380;3;15;RUE;NUNGESSER ET COLI;SAINT-DENIS
000001;12/03/2025;134000.00;Appartement;33;93350;2;21;RUE;DE LA REPUBLIQUE;LE BOURGET
000001;13/03/2025;1200000.00;Appartement;19;93200;1;70;RUE;DANIELLE CASANOVA;SAINT-DENIS
000001;13/03/2025;1200000.00;Appartement;31;93200;2;70;RUE;DANIELLE CASANOVA;SAINT-DENIS
000001;13/03/2025;1200000.00;Appartement;18;93200;1;70;RUE;DANIELLE CASANOVA;SAINT-DENIS
